TS,CAND,EVENT_ID,CLIENT,JOB_ID,STAGE,TYPE,BY,NOW,HIRE_DATE
2026-08-24 14:42:06.872,1787582516578x648387953760663200,1787582529338x421408212195520260,AVIV ,1786094117912x748763187480100900,Technical Interview ,Interview 1,Rodrigo Gomes,Sequence,
2026-08-24 14:47:49.639,1787582865361x611699757315570000,1787582873709x240021801671919330,AVIV ,1786094117912x748763187480100900,,,Rodrigo Gomes,Sequence,
2026-08-24 14:47:49.639,1787582865361x611699757315570000,1787582874240x608921784735277000,AVIV ,1786094117912x748763187480100900,,,Rodrigo Gomes,Sequence,
2026-08-24 14:47:49.639,1787582865361x611699757315570000,1787582873333x996625101356606300,AVIV ,1786094117912x748763187480100900,Hired,Hired,Rodrigo Gomes,Sequence,
2026-08-24 14:47:49.639,1787582865361x611699757315570000,1787582871059x325445636673108200,AVIV ,1786094117912x748763187480100900,Interview 1,Interview 1,Rodrigo Gomes,Sequence,
2026-08-24 14:47:49.639,1787582865361x611699757315570000,1787582872111x610121088406016300,AVIV ,1786094117912x748763187480100900,Interview 2,Interview 2,Rodrigo Gomes,Sequence,
2026-08-24 14:47:49.639,1787582865361x611699757315570000,1787582872467x314278094985676900,AVIV ,1786094117912x748763187480100900,Interview 3,Interview 3,Rodrigo Gomes,Sequence,
2026-08-24 14:47:49.639,1787582865361x611699757315570000,1787582870732x878527076668875100,AVIV ,1786094117912x748763187480100900,Moved to ATS,Offsite,Rodrigo Gomes,Sequence,
2026-08-24 14:47:49.639,1787582865361x611699757315570000,1787582873017x345288214928739700,AVIV ,1786094117912x748763187480100900,Offer,Offer,Rodrigo Gomes,Sequence,
2026-08-24 14:47:49.639,1787582865361x611699757315570000,1787582869945x111180741788057920,AVIV ,1786094117912x748763187480100900,Positive response,Positive Response,Rodrigo Gomes,Sequence,
2026-08-24 14:47:49.639,1787582865361x611699757315570000,1787582870388x433256492745487360,AVIV ,1786094117912x748763187480100900,Recruiter Screen,Recruiter Screen,Rodrigo Gomes,Sequence,
2026-08-24 14:47:49.639,1787582865361x611699757315570000,1787582871518x160446414643095700,AVIV ,1786094117912x748763187480100900,Technical Interview ,Interview 1,Rodrigo Gomes,Sequence,
2026-08-24 14:49:33.509,1787582969346x913501348670369400,1787582977867x684491847704822000,AVIV ,1786094117912x748763187480100900,,,Rodrigo Gomes,Sequence,
2026-08-24 14:49:33.509,1787582969346x913501348670369400,1787582977613x497685075430420300,AVIV ,1786094117912x748763187480100900,,,Rodrigo Gomes,Sequence,
2026-08-24 14:49:33.509,1787582969346x913501348670369400,1787582977271x462331677444297800,AVIV ,1786094117912x748763187480100900,Hired,Hired,Rodrigo Gomes,Sequence,
2026-08-24 14:49:33.509,1787582969346x913501348670369400,1787582975070x361441180420392060,AVIV ,1786094117912x748763187480100900,Interview 1,Interview 1,Rodrigo Gomes,Sequence,
2026-08-24 14:49:33.509,1787582969346x913501348670369400,1787582976071x470090877135209000,AVIV ,1786094117912x748763187480100900,Interview 2,Interview 2,Rodrigo Gomes,Sequence,
2026-08-24 14:49:33.509,1787582969346x913501348670369400,1787582976412x397002275349531700,AVIV ,1786094117912x748763187480100900,Interview 3,Interview 3,Rodrigo Gomes,Sequence,
2026-08-24 14:49:33.509,1787582969346x913501348670369400,1787582974556x711180656619041900,AVIV ,1786094117912x748763187480100900,Moved to ATS,Offsite,Rodrigo Gomes,Sequence,
2026-08-24 14:49:33.509,1787582969346x913501348670369400,1787582976822x430823937536488800,AVIV ,1786094117912x748763187480100900,Offer,Offer,Rodrigo Gomes,Sequence,
2026-08-24 14:49:33.509,1787582969346x913501348670369400,1787582973795x214617849473963700,AVIV ,1786094117912x748763187480100900,Positive response,Positive Response,Rodrigo Gomes,Sequence,
2026-08-24 14:49:33.509,1787582969346x913501348670369400,1787582974236x908974307103892500,AVIV ,1786094117912x748763187480100900,Recruiter Screen,Recruiter Screen,Rodrigo Gomes,Sequence,
2026-08-24 14:49:33.509,1787582969346x913501348670369400,1787582975667x848875831482843500,AVIV ,1786094117912x748763187480100900,Technical Interview ,Interview 1,Rodrigo Gomes,Sequence,
2026-08-24 14:57:24.808,1787583437984x324945387252986200,1787583448954x235288360843240800,AVIV ,1786094117912x748763187480100900,,,Rodrigo Gomes,Sequence,
2026-08-24 14:57:24.808,1787583437984x324945387252986200,1787583449367x871609302348046000,AVIV ,1786094117912x748763187480100900,,,Rodrigo Gomes,Sequence,
2026-08-24 14:57:24.808,1787583437984x324945387252986200,1787583448486x739923607541358000,AVIV ,1786094117912x748763187480100900,Hired,Hired,Rodrigo Gomes,Sequence,
2026-08-24 14:57:24.808,1787583437984x324945387252986200,1787583446440x904129668260385400,AVIV ,1786094117912x748763187480100900,Interview 1,Interview 1,Rodrigo Gomes,Sequence,
2026-08-24 14:57:24.808,1787583437984x324945387252986200,1787583447098x241913379594989470,AVIV ,1786094117912x748763187480100900,Interview 2,Interview 2,Rodrigo Gomes,Sequence,
2026-08-24 14:57:24.808,1787583437984x324945387252986200,1787583447518x947162394709919000,AVIV ,1786094117912x748763187480100900,Interview 3,Interview 3,Rodrigo Gomes,Sequence,
2026-08-24 14:57:24.808,1787583437984x324945387252986200,1787583445995x349836926267157440,AVIV ,1786094117912x748763187480100900,Moved to ATS,Offsite,Rodrigo Gomes,Sequence,
2026-08-24 14:57:24.808,1787583437984x324945387252986200,1787583448033x166299805801172200,AVIV ,1786094117912x748763187480100900,Offer,Offer,Rodrigo Gomes,Sequence,
2026-08-24 14:57:24.808,1787583437984x324945387252986200,1787583445163x803345781879853000,AVIV ,1786094117912x748763187480100900,Positive response,Positive Response,Rodrigo Gomes,Sequence,
2026-08-24 14:57:24.808,1787583437984x324945387252986200,1787583445556x326911286225614700,AVIV ,1786094117912x748763187480100900,Recruiter Screen,Recruiter Screen,Rodrigo Gomes,Sequence,
2026-08-24 14:57:24.808,1787583437984x324945387252986200,1787583446784x180477821288774340,AVIV ,1786094117912x748763187480100900,Technical Interview ,Interview 1,Rodrigo Gomes,Sequence,
2026-08-24 14:59:42.706,1787583579306x274753278542942940,1787583587029x107452016509284700,AVIV ,1786094117912x748763187480100900,,,Rodrigo Gomes,Sequence,
2026-08-24 14:59:42.706,1787583579306x274753278542942940,1787583587517x827344924621795000,AVIV ,1786094117912x748763187480100900,,,Rodrigo Gomes,Sequence,
2026-08-24 14:59:42.706,1787583579306x274753278542942940,1787583586654x653711956962818400,AVIV ,1786094117912x748763187480100900,Hired,Hired,Rodrigo Gomes,Sequence,
2026-08-24 14:59:42.706,1787583579306x274753278542942940,1787583584164x540112670893677200,AVIV ,1786094117912x748763187480100900,Interview 1,Interview 1,Rodrigo Gomes,Sequence,
2026-08-24 14:59:42.706,1787583579306x274753278542942940,1787583585460x239061933529453920,AVIV ,1786094117912x748763187480100900,Interview 2,Interview 2,Rodrigo Gomes,Sequence,
2026-08-24 14:59:42.706,1787583579306x274753278542942940,1787583586072x276478837878689100,AVIV ,1786094117912x748763187480100900,Interview 3,Interview 3,Rodrigo Gomes,Sequence,
2026-08-24 14:59:42.706,1787583579306x274753278542942940,1787583583803x339429041416019000,AVIV ,1786094117912x748763187480100900,Moved to ATS,Offsite,Rodrigo Gomes,Sequence,
2026-08-24 14:59:42.706,1787583579306x274753278542942940,1787583586397x503993355950513840,AVIV ,1786094117912x748763187480100900,Offer,Offer,Rodrigo Gomes,Sequence,
2026-08-24 14:59:42.706,1787583579306x274753278542942940,1787583583233x640437288633872300,AVIV ,1786094117912x748763187480100900,Positive response,Positive Response,Rodrigo Gomes,Sequence,
2026-08-24 14:59:42.706,1787583579306x274753278542942940,1787583583571x697707404579139800,AVIV ,1786094117912x748763187480100900,Recruiter Screen,Recruiter Screen,Rodrigo Gomes,Sequence,
2026-08-24 14:59:42.706,1787583579306x274753278542942940,1787583584698x237332455575127260,AVIV ,1786094117912x748763187480100900,Technical Interview ,Interview 1,Rodrigo Gomes,Sequence,
2026-08-24 15:01:10.928,1787583665477x680841257138197000,1787583675850x106340591749965340,AVIV ,1786094117912x748763187480100900,,,Rodrigo Gomes,Sequence,
2026-08-24 15:01:10.928,1787583665477x680841257138197000,1787583676300x825981300912027100,AVIV ,1786094117912x748763187480100900,,,Rodrigo Gomes,Sequence,
2026-08-24 15:01:10.928,1787583665477x680841257138197000,1787583675616x865799206502068100,AVIV ,1786094117912x748763187480100900,Hired,Hired,Rodrigo Gomes,Sequence,
2026-08-24 15:01:10.928,1787583665477x680841257138197000,1787583672381x408033518867674240,AVIV ,1786094117912x748763187480100900,Interview 1,Interview 1,Rodrigo Gomes,Sequence,
2026-08-24 15:01:10.928,1787583665477x680841257138197000,1787583673021x959023857761607200,AVIV ,1786094117912x748763187480100900,Interview 2,Interview 2,Rodrigo Gomes,Sequence,
2026-08-24 15:01:10.928,1787583665477x680841257138197000,1787583673563x769774595413168000,AVIV ,1786094117912x748763187480100900,Interview 3,Interview 3,Rodrigo Gomes,Sequence,
2026-08-24 15:01:10.928,1787583665477x680841257138197000,1787583671840x986591072103844000,AVIV ,1786094117912x748763187480100900,Moved to ATS,Offsite,Rodrigo Gomes,Sequence,
2026-08-24 15:01:10.928,1787583665477x680841257138197000,1787583674371x402845144808750200,AVIV ,1786094117912x748763187480100900,Offer,Offer,Rodrigo Gomes,Sequence,
2026-08-24 15:01:10.928,1787583665477x680841257138197000,1787583671167x155340958218283420,AVIV ,1786094117912x748763187480100900,Positive response,Positive Response,Rodrigo Gomes,Sequence,
2026-08-24 15:01:10.928,1787583665477x680841257138197000,1787583671480x276435065672781860,AVIV ,1786094117912x748763187480100900,Recruiter Screen,Recruiter Screen,Rodrigo Gomes,Sequence,
2026-08-24 15:01:10.928,1787583665477x680841257138197000,1787583672726x328514817590114940,AVIV ,1786094117912x748763187480100900,Technical Interview ,Interview 1,Rodrigo Gomes,Sequence,
2026-08-24 15:02:19.054,1787583735483x431377008299672200,1787583742471x760880915519065900,AVIV ,1786094117912x748763187480100900,,,Rodrigo Gomes,Sequence,
2026-08-24 15:02:19.054,1787583735483x431377008299672200,1787583742855x496866325335656500,AVIV ,1786094117912x748763187480100900,,,Rodrigo Gomes,Sequence,
2026-08-24 15:02:19.054,1787583735483x431377008299672200,1787583742222x242021157933126620,AVIV ,1786094117912x748763187480100900,Hired,Hired,Rodrigo Gomes,Sequence,
2026-08-24 15:02:19.054,1787583735483x431377008299672200,1787583740600x517968123347053000,AVIV ,1786094117912x748763187480100900,Interview 1,Interview 1,Rodrigo Gomes,Sequence,
2026-08-24 15:02:19.054,1787583735483x431377008299672200,1787583741206x908169664172788600,AVIV ,1786094117912x748763187480100900,Interview 2,Interview 2,Rodrigo Gomes,Sequence,
2026-08-24 15:02:19.054,1787583735483x431377008299672200,1787583741524x283282449271232030,AVIV ,1786094117912x748763187480100900,Interview 3,Interview 3,Rodrigo Gomes,Sequence,
2026-08-24 15:02:19.054,1787583735483x431377008299672200,1787583740185x173046277264505600,AVIV ,1786094117912x748763187480100900,Moved to ATS,Offsite,Rodrigo Gomes,Sequence,
2026-08-24 15:02:19.054,1787583735483x431377008299672200,1787583741836x111759626013259840,AVIV ,1786094117912x748763187480100900,Offer,Offer,Rodrigo Gomes,Sequence,
2026-08-24 15:02:19.054,1787583735483x431377008299672200,1787583739435x188843377019549900,AVIV ,1786094117912x748763187480100900,Positive response,Positive Response,Rodrigo Gomes,Sequence,
2026-08-24 15:02:19.054,1787583735483x431377008299672200,1787583739741x821158566651070000,AVIV ,1786094117912x748763187480100900,Recruiter Screen,Recruiter Screen,Rodrigo Gomes,Sequence,
2026-08-24 15:02:19.054,1787583735483x431377008299672200,1787583740896x870713040399215100,AVIV ,1786094117912x748763187480100900,Technical Interview ,Interview 1,Rodrigo Gomes,Sequence,
2026-08-24 15:04:58.346,1787583893557x275596076808880320,1787583902613x580008040480931600,AVIV ,1786094117912x748763187480100900,,,Rodrigo Gomes,Sequence,
2026-08-24 15:04:58.346,1787583893557x275596076808880320,1787583902963x899353203743652500,AVIV ,1786094117912x748763187480100900,,,Rodrigo Gomes,Sequence,
2026-08-24 15:04:58.346,1787583893557x275596076808880320,1787583902176x157395944886555840,AVIV ,1786094117912x748763187480100900,Hired,Hired,Rodrigo Gomes,Sequence,
2026-08-24 15:04:58.346,1787583893557x275596076808880320,1787583900183x220296431473584480,AVIV ,1786094117912x748763187480100900,Interview 1,Interview 1,Rodrigo Gomes,Sequence,
2026-08-24 15:04:58.346,1787583893557x275596076808880320,1787583900885x580218779541325200,AVIV ,1786094117912x748763187480100900,Interview 2,Interview 2,Rodrigo Gomes,Sequence,
2026-08-24 15:04:58.346,1787583893557x275596076808880320,1787583901352x133342100358008860,AVIV ,1786094117912x748763187480100900,Interview 3,Interview 3,Rodrigo Gomes,Sequence,
2026-08-24 15:04:58.346,1787583893557x275596076808880320,1787583899628x998989818310546600,AVIV ,1786094117912x748763187480100900,Moved to ATS,Offsite,Rodrigo Gomes,Sequence,
2026-08-24 15:04:58.346,1787583893557x275596076808880320,1787583901656x300217449496903400,AVIV ,1786094117912x748763187480100900,Offer,Offer,Rodrigo Gomes,Sequence,
2026-08-24 15:04:58.346,1787583893557x275596076808880320,1787583898599x451257655062245800,AVIV ,1786094117912x748763187480100900,Positive response,Positive Response,Rodrigo Gomes,Sequence,
2026-08-24 15:04:58.346,1787583893557x275596076808880320,1787583899084x958016263964427400,AVIV ,1786094117912x748763187480100900,Recruiter Screen,Recruiter Screen,Rodrigo Gomes,Sequence,
2026-08-24 15:04:58.346,1787583893557x275596076808880320,1787583900637x158598274770107600,AVIV ,1786094117912x748763187480100900,Technical Interview ,Interview 1,Rodrigo Gomes,Sequence,
2026-08-24 15:12:19.333,1787584334350x527258296779677060,1787584344888x416260332820730400,AVIV ,1786094117912x748763187480100900,,,Rodrigo Gomes,Sequence,
2026-08-24 15:12:19.333,1787584334350x527258296779677060,1787584344027x130728666184851680,AVIV ,1786094117912x748763187480100900,,,Rodrigo Gomes,Sequence,
2026-08-24 15:12:19.333,1787584334350x527258296779677060,1787584343422x536508270553024000,AVIV ,1786094117912x748763187480100900,Hired,Hired,Rodrigo Gomes,Sequence,
2026-08-24 15:12:19.333,1787584334350x527258296779677060,1787584341027x904691458886927200,AVIV ,1786094117912x748763187480100900,Interview 1,Interview 1,Rodrigo Gomes,Sequence,
2026-08-24 15:12:19.333,1787584334350x527258296779677060,1787584341877x849519138526423600,AVIV ,1786094117912x748763187480100900,Interview 2,Interview 2,Rodrigo Gomes,Sequence,
2026-08-24 15:12:19.333,1787584334350x527258296779677060,1787584342564x387451541980699000,AVIV ,1786094117912x748763187480100900,Interview 3,Interview 3,Rodrigo Gomes,Sequence,
2026-08-24 15:12:19.333,1787584334350x527258296779677060,1787584340442x410339814653130500,AVIV ,1786094117912x748763187480100900,Moved to ATS,Offsite,Rodrigo Gomes,Sequence,
2026-08-24 15:12:19.333,1787584334350x527258296779677060,1787584342996x261061075317736260,AVIV ,1786094117912x748763187480100900,Offer,Offer,Rodrigo Gomes,Sequence,
2026-08-24 15:12:19.333,1787584334350x527258296779677060,1787584339630x282489962651061540,AVIV ,1786094117912x748763187480100900,Positive response,Positive Response,Rodrigo Gomes,Sequence,
2026-08-24 15:12:19.333,1787584334350x527258296779677060,1787584339989x379473530128557900,AVIV ,1786094117912x748763187480100900,Recruiter Screen,Recruiter Screen,Rodrigo Gomes,Sequence,
2026-08-24 15:12:19.333,1787584334350x527258296779677060,1787584341475x672016190909417100,AVIV ,1786094117912x748763187480100900,Technical Interview ,Interview 1,Rodrigo Gomes,Sequence,
2026-08-24 15:18:17.174,1787584693383x563619861047675460,1787584701209x868667131102644100,AVIV ,1786094117912x748763187480100900,,,Rodrigo Gomes,Sequence,
2026-08-24 15:18:17.174,1787584693383x563619861047675460,1787584701477x769258783615867100,AVIV ,1786094117912x748763187480100900,,,Rodrigo Gomes,Sequence,
2026-08-24 15:18:17.174,1787584693383x563619861047675460,1787584700825x138625015713800300,AVIV ,1786094117912x748763187480100900,Hired,Hired,Rodrigo Gomes,Sequence,
2026-08-24 15:18:17.174,1787584693383x563619861047675460,1787584698810x524775571518867400,AVIV ,1786094117912x748763187480100900,Interview 1,Interview 1,Rodrigo Gomes,Sequence,
2026-08-24 15:18:17.174,1787584693383x563619861047675460,1787584699724x215510422493126370,AVIV ,1786094117912x748763187480100900,Interview 2,Interview 2,Rodrigo Gomes,Sequence,
2026-08-24 15:18:17.174,1787584693383x563619861047675460,1787584700159x649763701023850600,AVIV ,1786094117912x748763187480100900,Interview 3,Interview 3,Rodrigo Gomes,Sequence,
2026-08-24 15:18:17.174,1787584693383x563619861047675460,1787584698364x618252217424257300,AVIV ,1786094117912x748763187480100900,Moved to ATS,Offsite,Rodrigo Gomes,Sequence,
2026-08-24 15:18:17.174,1787584693383x563619861047675460,1787584700537x764475493051122200,AVIV ,1786094117912x748763187480100900,Offer,Offer,Rodrigo Gomes,Sequence,
2026-08-24 15:18:17.174,1787584693383x563619861047675460,1787584697432x312056763543896900,AVIV ,1786094117912x748763187480100900,Positive response,Positive Response,Rodrigo Gomes,Sequence,
2026-08-24 15:18:17.174,1787584693383x563619861047675460,1787584697870x445963675364202430,AVIV ,1786094117912x748763187480100900,Recruiter Screen,Recruiter Screen,Rodrigo Gomes,Sequence,
2026-08-24 15:18:17.174,1787584693383x563619861047675460,1787584699189x315021984545497600,AVIV ,1786094117912x748763187480100900,Technical Interview ,Interview 1,Rodrigo Gomes,Sequence,
2026-08-24 15:19:41.303,1787584777112x448069909683182600,1787584785433x121187114613366510,AVIV ,1786094117912x748763187480100900,,,Rodrigo Gomes,Sequence,
2026-08-24 15:19:41.303,1787584777112x448069909683182600,1787584785696x957594220721303900,AVIV ,1786094117912x748763187480100900,,,Rodrigo Gomes,Sequence,
2026-08-24 15:19:41.303,1787584777112x448069909683182600,1787584785174x179579799003332770,AVIV ,1786094117912x748763187480100900,Hired,Hired,Rodrigo Gomes,Sequence,
2026-08-24 15:19:41.303,1787584777112x448069909683182600,1787584783064x867509886286983400,AVIV ,1786094117912x748763187480100900,Interview 1,Interview 1,Rodrigo Gomes,Sequence,
2026-08-24 15:19:41.303,1787584777112x448069909683182600,1787584783921x579308124369782900,AVIV ,1786094117912x748763187480100900,Interview 2,Interview 2,Rodrigo Gomes,Sequence,
2026-08-24 15:19:41.303,1787584777112x448069909683182600,1787584784366x889079749376138900,AVIV ,1786094117912x748763187480100900,Interview 3,Interview 3,Rodrigo Gomes,Sequence,
2026-08-24 15:19:41.303,1787584777112x448069909683182600,1787584782520x993075897334976500,AVIV ,1786094117912x748763187480100900,Moved to ATS,Offsite,Rodrigo Gomes,Sequence,
2026-08-24 15:19:41.303,1787584777112x448069909683182600,1787584784793x544524933934653400,AVIV ,1786094117912x748763187480100900,Offer,Offer,Rodrigo Gomes,Sequence,
2026-08-24 15:19:41.303,1787584777112x448069909683182600,1787584781750x330253253959650750,AVIV ,1786094117912x748763187480100900,Positive response,Positive Response,Rodrigo Gomes,Sequence,
2026-08-24 15:19:41.303,1787584777112x448069909683182600,1787584782131x335367305720997200,AVIV ,1786094117912x748763187480100900,Recruiter Screen,Recruiter Screen,Rodrigo Gomes,Sequence,
2026-08-24 15:19:41.303,1787584777112x448069909683182600,1787584783453x597972450284604200,AVIV ,1786094117912x748763187480100900,Technical Interview ,Interview 1,Rodrigo Gomes,Sequence,
2026-08-24 15:20:37.826,1787584833715x670129620867320700,1787584842584x345567813198299800,AVIV ,1786094117912x748763187480100900,,,Rodrigo Gomes,Sequence,
2026-08-24 15:20:37.826,1787584833715x670129620867320700,1787584844186x390453230077727940,AVIV ,1786094117912x748763187480100900,,,Rodrigo Gomes,Sequence,
2026-08-24 15:20:37.826,1787584833715x670129620867320700,1787584842154x236382854721356220,AVIV ,1786094117912x748763187480100900,Hired,Hired,Rodrigo Gomes,Sequence,
2026-08-24 15:20:37.826,1787584833715x670129620867320700,1787584840361x535068220752917200,AVIV ,1786094117912x748763187480100900,Interview 1,Interview 1,Rodrigo Gomes,Sequence,
2026-08-24 15:20:37.826,1787584833715x670129620867320700,1787584841256x907903800442169700,AVIV ,1786094117912x748763187480100900,Interview 2,Interview 2,Rodrigo Gomes,Sequence,
2026-08-24 15:20:37.826,1787584833715x670129620867320700,1787584841536x223710083027339760,AVIV ,1786094117912x748763187480100900,Interview 3,Interview 3,Rodrigo Gomes,Sequence,
2026-08-24 15:20:37.826,1787584833715x670129620867320700,1787584839547x694015625917494800,AVIV ,1786094117912x748763187480100900,Moved to ATS,Offsite,Rodrigo Gomes,Sequence,
2026-08-24 15:20:37.826,1787584833715x670129620867320700,1787584841877x851189599977249400,AVIV ,1786094117912x748763187480100900,Offer,Offer,Rodrigo Gomes,Sequence,
2026-08-24 15:20:37.826,1787584833715x670129620867320700,1787584838150x172817536019252540,AVIV ,1786094117912x748763187480100900,Positive response,Positive Response,Rodrigo Gomes,Sequence,
2026-08-24 15:20:37.826,1787584833715x670129620867320700,1787584838526x366596119241481300,AVIV ,1786094117912x748763187480100900,Recruiter Screen,Recruiter Screen,Rodrigo Gomes,Sequence,
2026-08-24 15:20:37.826,1787584833715x670129620867320700,1787584840775x620143593605379200,AVIV ,1786094117912x748763187480100900,Technical Interview ,Interview 1,Rodrigo Gomes,Sequence,
2026-08-24 15:21:24.323,1787584879968x336510195884143900,1787584889847x161304124561676400,AVIV ,1786094117912x748763187480100900,,,Rodrigo Gomes,Sequence,
2026-08-24 15:21:24.323,1787584879968x336510195884143900,1787584889381x654684659706624800,AVIV ,1786094117912x748763187480100900,,,Rodrigo Gomes,Sequence,
2026-08-24 15:21:24.323,1787584879968x336510195884143900,1787584888752x479840817390419650,AVIV ,1786094117912x748763187480100900,Hired,Hired,Rodrigo Gomes,Sequence,
2026-08-24 15:21:24.323,1787584879968x336510195884143900,1787584886567x273903457026256200,AVIV ,1786094117912x748763187480100900,Interview 1,Interview 1,Rodrigo Gomes,Sequence,
2026-08-24 15:21:24.323,1787584879968x336510195884143900,1787584887458x335061510026116300,AVIV ,1786094117912x748763187480100900,Interview 2,Interview 2,Rodrigo Gomes,Sequence,
2026-08-24 15:21:24.323,1787584879968x336510195884143900,1787584887901x658974255490546700,AVIV ,1786094117912x748763187480100900,Interview 3,Interview 3,Rodrigo Gomes,Sequence,
2026-08-24 15:21:24.323,1787584879968x336510195884143900,1787584886015x640137794807516000,AVIV ,1786094117912x748763187480100900,Moved to ATS,Offsite,Rodrigo Gomes,Sequence,
2026-08-24 15:21:24.323,1787584879968x336510195884143900,1787584888341x564222883321867200,AVIV ,1786094117912x748763187480100900,Offer,Offer,Rodrigo Gomes,Sequence,
2026-08-24 15:21:24.323,1787584879968x336510195884143900,1787584885016x156606397904911260,AVIV ,1786094117912x748763187480100900,Positive response,Positive Response,Rodrigo Gomes,Sequence,
2026-08-24 15:21:24.323,1787584879968x336510195884143900,1787584885519x371380037649732300,AVIV ,1786094117912x748763187480100900,Recruiter Screen,Recruiter Screen,Rodrigo Gomes,Sequence,
2026-08-24 15:21:24.323,1787584879968x336510195884143900,1787584886959x378490723167788300,AVIV ,1786094117912x748763187480100900,Technical Interview ,Interview 1,Rodrigo Gomes,Sequence,
2026-08-25 06:27:16.126,1787639234958x940179740232777700,1787639236444x457368145698359600,Voize,1786608316958x994010874159300600,Contacted,Contacted,Mariam Chkhikvadze,Moved to ATS,
2026-08-25 06:27:16.126,1787639234958x940179740232777700,1787639237555x164761891633231840,Voize,1786608316958x994010874159300600,Moved to ATS,Offsite,Mariam Chkhikvadze,Moved to ATS,
2026-08-25 06:27:16.126,1787639234958x940179740232777700,1787639236837x674070865581673200,Voize,1786608316958x994010874159300600,Positive response,Positive Response,Mariam Chkhikvadze,Moved to ATS,
2026-08-25 06:27:16.126,1787639234958x940179740232777700,1787639237161x587538935294317700,Voize,1786608316958x994010874159300600,Recruiter Screen,Recruiter Screen,Mariam Chkhikvadze,Moved to ATS,
2026-08-25 06:27:52.394,1787639271444x476613153398194200,1787639273007x228212746867932920,Voize,1786608316958x994010874159300600,Contacted,Contacted,Mariam Chkhikvadze,Moved to ATS,
2026-08-25 06:27:52.394,1787639271444x476613153398194200,1787639274311x115514616798816140,Voize,1786608316958x994010874159300600,Moved to ATS,Offsite,Mariam Chkhikvadze,Moved to ATS,
2026-08-25 06:27:52.394,1787639271444x476613153398194200,1787639273361x261599208101303200,Voize,1786608316958x994010874159300600,Positive response,Positive Response,Mariam Chkhikvadze,Moved to ATS,
2026-08-25 06:27:52.394,1787639271444x476613153398194200,1787639273776x353998128984837760,Voize,1786608316958x994010874159300600,Recruiter Screen,Recruiter Screen,Mariam Chkhikvadze,Moved to ATS,
2026-08-25 06:28:52.436,1787639331295x751409967834071000,1787639332669x551321635131127200,Voize,1786608316958x994010874159300600,Contacted,Contacted,Mariam Chkhikvadze,Moved to ATS,
2026-08-25 06:28:52.436,1787639331295x751409967834071000,1787639333710x686230618424163700,Voize,1786608316958x994010874159300600,Moved to ATS,Offsite,Mariam Chkhikvadze,Moved to ATS,
2026-08-25 06:28:52.436,1787639331295x751409967834071000,1787639332989x357030093609572030,Voize,1786608316958x994010874159300600,Positive response,Positive Response,Mariam Chkhikvadze,Moved to ATS,
2026-08-25 06:28:52.436,1787639331295x751409967834071000,1787639333367x872093586536563100,Voize,1786608316958x994010874159300600,Recruiter Screen,Recruiter Screen,Mariam Chkhikvadze,Moved to ATS,
2026-08-25 06:29:22.908,1787639361720x329773256278016000,1787639363405x610836599104017400,Voize,1786608316958x994010874159300600,Contacted,Contacted,Mariam Chkhikvadze,Moved to ATS,
2026-08-25 06:29:22.908,1787639361720x329773256278016000,1787639364809x368264236010213300,Voize,1786608316958x994010874159300600,Moved to ATS,Offsite,Mariam Chkhikvadze,Moved to ATS,
2026-08-25 06:29:22.908,1787639361720x329773256278016000,1787639363776x492699071857921400,Voize,1786608316958x994010874159300600,Positive response,Positive Response,Mariam Chkhikvadze,Moved to ATS,
2026-08-25 06:29:22.908,1787639361720x329773256278016000,1787639364301x993074552864710700,Voize,1786608316958x994010874159300600,Recruiter Screen,Recruiter Screen,Mariam Chkhikvadze,Moved to ATS,
2026-08-25 06:29:59.635,1787639398760x785728571526611000,1787639399919x714710269093011200,Voize,1786608316958x994010874159300600,Contacted,Contacted,Mariam Chkhikvadze,Moved to ATS,
2026-08-25 06:29:59.635,1787639398760x785728571526611000,1787639401239x756750239250454400,Voize,1786608316958x994010874159300600,Moved to ATS,Offsite,Mariam Chkhikvadze,Moved to ATS,
2026-08-25 06:29:59.635,1787639398760x785728571526611000,1787639400279x674438500638717000,Voize,1786608316958x994010874159300600,Positive response,Positive Response,Mariam Chkhikvadze,Moved to ATS,
2026-08-25 06:29:59.635,1787639398760x785728571526611000,1787639400636x406097721316441400,Voize,1786608316958x994010874159300600,Recruiter Screen,Recruiter Screen,Mariam Chkhikvadze,Moved to ATS,
2026-08-25 06:30:37.507,1787639436482x678161464658231300,1787639437749x526124866681150000,Voize,1786608316958x994010874159300600,Contacted,Contacted,Mariam Chkhikvadze,Moved to ATS,
2026-08-25 06:30:37.507,1787639436482x678161464658231300,1787639438684x927728132343993500,Voize,1786608316958x994010874159300600,Moved to ATS,Offsite,Mariam Chkhikvadze,Moved to ATS,
2026-08-25 06:30:37.507,1787639436482x678161464658231300,1787639438027x570384881263983400,Voize,1786608316958x994010874159300600,Positive response,Positive Response,Mariam Chkhikvadze,Moved to ATS,
2026-08-25 06:30:37.507,1787639436482x678161464658231300,1787639438278x563361435460386400,Voize,1786608316958x994010874159300600,Recruiter Screen,Recruiter Screen,Mariam Chkhikvadze,Moved to ATS,
2026-08-25 06:32:28.050,1787639547226x275909426903777280,1787639548405x500351772174548300,Voize,1786608316958x994010874159300600,Contacted,Contacted,Mariam Chkhikvadze,Moved to ATS,
