TIMESTAMP_UTC,CANDIDATE_ID,EVENT_ID,CLIENT,JOB,STAGE_WRITTEN,STAGE_TYPE,CREATED_BY,CANDIDATE_STAGE_NOW,BURST_KEY
2026-08-24 14:36:50.510,1787582206172x660297367643838400,1787582214274x203182944934670270,AVIV ,Engineering Manager  Belgium,,,Rodrigo Gomes,Sequence,1787582210.510000000
2026-08-24 14:36:50.510,1787582206172x660297367643838400,1787582213948x296685374365833300,AVIV ,Engineering Manager  Belgium,Hired,Hired,Rodrigo Gomes,Sequence,1787582210.510000000
2026-08-24 14:36:50.510,1787582206172x660297367643838400,1787582211953x149799383323522720,AVIV ,Engineering Manager  Belgium,Interview 1,Interview 1,Rodrigo Gomes,Sequence,1787582210.510000000
2026-08-24 14:36:50.510,1787582206172x660297367643838400,1787582212687x508901961944267650,AVIV ,Engineering Manager  Belgium,Interview 2,Interview 2,Rodrigo Gomes,Sequence,1787582210.510000000
2026-08-24 14:36:50.510,1787582206172x660297367643838400,1787582213346x489924203594960450,AVIV ,Engineering Manager  Belgium,Interview 3,Interview 3,Rodrigo Gomes,Sequence,1787582210.510000000
2026-08-24 14:36:50.510,1787582206172x660297367643838400,1787582211617x553780543953554370,AVIV ,Engineering Manager  Belgium,Moved to ATS,Offsite,Rodrigo Gomes,Sequence,1787582210.510000000
2026-08-24 14:36:50.510,1787582206172x660297367643838400,1787582213672x251237411526351580,AVIV ,Engineering Manager  Belgium,Offer,Offer,Rodrigo Gomes,Sequence,1787582210.510000000
2026-08-24 14:36:50.510,1787582206172x660297367643838400,1787582210773x123257369177640620,AVIV ,Engineering Manager  Belgium,Positive response,Positive Response,Rodrigo Gomes,Sequence,1787582210.510000000
2026-08-24 14:36:50.510,1787582206172x660297367643838400,1787582211187x437257214023018200,AVIV ,Engineering Manager  Belgium,Recruiter Screen,Recruiter Screen,Rodrigo Gomes,Sequence,1787582210.510000000
2026-08-24 14:36:50.510,1787582206172x660297367643838400,1787582212337x217764831201527900,AVIV ,Engineering Manager  Belgium,Technical Interview ,Interview 1,Rodrigo Gomes,Sequence,1787582210.510000000
2026-08-24 14:42:06.872,1787582516578x648387953760663200,1787582531974x106799187289588590,AVIV ,Engineering Manager  Belgium,,,Rodrigo Gomes,Sequence,1787582526.872000000
2026-08-24 14:42:06.872,1787582516578x648387953760663200,1787582531294x641670194018300100,AVIV ,Engineering Manager  Belgium,,,Rodrigo Gomes,Sequence,1787582526.872000000
2026-08-24 14:42:06.872,1787582516578x648387953760663200,1787582530622x372534561979713800,AVIV ,Engineering Manager  Belgium,Hired,Hired,Rodrigo Gomes,Sequence,1787582526.872000000
2026-08-24 14:42:06.872,1787582516578x648387953760663200,1787582528592x815977473128894700,AVIV ,Engineering Manager  Belgium,Interview 1,Interview 1,Rodrigo Gomes,Sequence,1787582526.872000000
2026-08-24 14:42:06.872,1787582516578x648387953760663200,1787582529707x128211338973491800,AVIV ,Engineering Manager  Belgium,Interview 2,Interview 2,Rodrigo Gomes,Sequence,1787582526.872000000
2026-08-24 14:42:06.872,1787582516578x648387953760663200,1787582529978x770581968859286300,AVIV ,Engineering Manager  Belgium,Interview 3,Interview 3,Rodrigo Gomes,Sequence,1787582526.872000000
2026-08-24 14:42:06.872,1787582516578x648387953760663200,1787582527918x555094887187926000,AVIV ,Engineering Manager  Belgium,Moved to ATS,Offsite,Rodrigo Gomes,Sequence,1787582526.872000000
2026-08-24 14:42:06.872,1787582516578x648387953760663200,1787582530313x567784603512615300,AVIV ,Engineering Manager  Belgium,Offer,Offer,Rodrigo Gomes,Sequence,1787582526.872000000
2026-08-24 14:42:06.872,1787582516578x648387953760663200,1787582527101x580883273738316000,AVIV ,Engineering Manager  Belgium,Positive response,Positive Response,Rodrigo Gomes,Sequence,1787582526.872000000
2026-08-24 14:42:06.872,1787582516578x648387953760663200,1787582527460x695829845574894100,AVIV ,Engineering Manager  Belgium,Recruiter Screen,Recruiter Screen,Rodrigo Gomes,Sequence,1787582526.872000000
2026-08-24 14:42:06.872,1787582516578x648387953760663200,1787582529338x421408212195520260,AVIV ,Engineering Manager  Belgium,Technical Interview ,Interview 1,Rodrigo Gomes,Sequence,1787582526.872000000
2026-08-24 14:47:49.639,1787582865361x611699757315570000,1787582873709x240021801671919330,AVIV ,Engineering Manager  Belgium,,,Rodrigo Gomes,Sequence,1787582869.639000000
2026-08-24 14:47:49.639,1787582865361x611699757315570000,1787582874240x608921784735277000,AVIV ,Engineering Manager  Belgium,,,Rodrigo Gomes,Sequence,1787582869.639000000
2026-08-24 14:47:49.639,1787582865361x611699757315570000,1787582873333x996625101356606300,AVIV ,Engineering Manager  Belgium,Hired,Hired,Rodrigo Gomes,Sequence,1787582869.639000000
2026-08-24 14:47:49.639,1787582865361x611699757315570000,1787582871059x325445636673108200,AVIV ,Engineering Manager  Belgium,Interview 1,Interview 1,Rodrigo Gomes,Sequence,1787582869.639000000
2026-08-24 14:47:49.639,1787582865361x611699757315570000,1787582872111x610121088406016300,AVIV ,Engineering Manager  Belgium,Interview 2,Interview 2,Rodrigo Gomes,Sequence,1787582869.639000000
2026-08-24 14:47:49.639,1787582865361x611699757315570000,1787582872467x314278094985676900,AVIV ,Engineering Manager  Belgium,Interview 3,Interview 3,Rodrigo Gomes,Sequence,1787582869.639000000
2026-08-24 14:47:49.639,1787582865361x611699757315570000,1787582870732x878527076668875100,AVIV ,Engineering Manager  Belgium,Moved to ATS,Offsite,Rodrigo Gomes,Sequence,1787582869.639000000
2026-08-24 14:47:49.639,1787582865361x611699757315570000,1787582873017x345288214928739700,AVIV ,Engineering Manager  Belgium,Offer,Offer,Rodrigo Gomes,Sequence,1787582869.639000000
2026-08-24 14:47:49.639,1787582865361x611699757315570000,1787582869945x111180741788057920,AVIV ,Engineering Manager  Belgium,Positive response,Positive Response,Rodrigo Gomes,Sequence,1787582869.639000000
2026-08-24 14:47:49.639,1787582865361x611699757315570000,1787582870388x433256492745487360,AVIV ,Engineering Manager  Belgium,Recruiter Screen,Recruiter Screen,Rodrigo Gomes,Sequence,1787582869.639000000
2026-08-24 14:47:49.639,1787582865361x611699757315570000,1787582871518x160446414643095700,AVIV ,Engineering Manager  Belgium,Technical Interview ,Interview 1,Rodrigo Gomes,Sequence,1787582869.639000000
2026-08-24 14:49:33.509,1787582969346x913501348670369400,1787582977613x497685075430420300,AVIV ,Engineering Manager  Belgium,,,Rodrigo Gomes,Sequence,1787582973.509000000
2026-08-24 14:49:33.509,1787582969346x913501348670369400,1787582977867x684491847704822000,AVIV ,Engineering Manager  Belgium,,,Rodrigo Gomes,Sequence,1787582973.509000000
2026-08-24 14:49:33.509,1787582969346x913501348670369400,1787582977271x462331677444297800,AVIV ,Engineering Manager  Belgium,Hired,Hired,Rodrigo Gomes,Sequence,1787582973.509000000
2026-08-24 14:49:33.509,1787582969346x913501348670369400,1787582975070x361441180420392060,AVIV ,Engineering Manager  Belgium,Interview 1,Interview 1,Rodrigo Gomes,Sequence,1787582973.509000000
2026-08-24 14:49:33.509,1787582969346x913501348670369400,1787582976071x470090877135209000,AVIV ,Engineering Manager  Belgium,Interview 2,Interview 2,Rodrigo Gomes,Sequence,1787582973.509000000
2026-08-24 14:49:33.509,1787582969346x913501348670369400,1787582976412x397002275349531700,AVIV ,Engineering Manager  Belgium,Interview 3,Interview 3,Rodrigo Gomes,Sequence,1787582973.509000000
2026-08-24 14:49:33.509,1787582969346x913501348670369400,1787582974556x711180656619041900,AVIV ,Engineering Manager  Belgium,Moved to ATS,Offsite,Rodrigo Gomes,Sequence,1787582973.509000000
2026-08-24 14:49:33.509,1787582969346x913501348670369400,1787582976822x430823937536488800,AVIV ,Engineering Manager  Belgium,Offer,Offer,Rodrigo Gomes,Sequence,1787582973.509000000
2026-08-24 14:49:33.509,1787582969346x913501348670369400,1787582973795x214617849473963700,AVIV ,Engineering Manager  Belgium,Positive response,Positive Response,Rodrigo Gomes,Sequence,1787582973.509000000
2026-08-24 14:49:33.509,1787582969346x913501348670369400,1787582974236x908974307103892500,AVIV ,Engineering Manager  Belgium,Recruiter Screen,Recruiter Screen,Rodrigo Gomes,Sequence,1787582973.509000000
2026-08-24 14:49:33.509,1787582969346x913501348670369400,1787582975667x848875831482843500,AVIV ,Engineering Manager  Belgium,Technical Interview ,Interview 1,Rodrigo Gomes,Sequence,1787582973.509000000
2026-08-24 14:57:24.808,1787583437984x324945387252986200,1787583448954x235288360843240800,AVIV ,Engineering Manager  Belgium,,,Rodrigo Gomes,Sequence,1787583444.808000000
2026-08-24 14:57:24.808,1787583437984x324945387252986200,1787583449367x871609302348046000,AVIV ,Engineering Manager  Belgium,,,Rodrigo Gomes,Sequence,1787583444.808000000
2026-08-24 14:57:24.808,1787583437984x324945387252986200,1787583448486x739923607541358000,AVIV ,Engineering Manager  Belgium,Hired,Hired,Rodrigo Gomes,Sequence,1787583444.808000000
2026-08-24 14:57:24.808,1787583437984x324945387252986200,1787583446440x904129668260385400,AVIV ,Engineering Manager  Belgium,Interview 1,Interview 1,Rodrigo Gomes,Sequence,1787583444.808000000
2026-08-24 14:57:24.808,1787583437984x324945387252986200,1787583447098x241913379594989470,AVIV ,Engineering Manager  Belgium,Interview 2,Interview 2,Rodrigo Gomes,Sequence,1787583444.808000000
2026-08-24 14:57:24.808,1787583437984x324945387252986200,1787583447518x947162394709919000,AVIV ,Engineering Manager  Belgium,Interview 3,Interview 3,Rodrigo Gomes,Sequence,1787583444.808000000
2026-08-24 14:57:24.808,1787583437984x324945387252986200,1787583445995x349836926267157440,AVIV ,Engineering Manager  Belgium,Moved to ATS,Offsite,Rodrigo Gomes,Sequence,1787583444.808000000
2026-08-24 14:57:24.808,1787583437984x324945387252986200,1787583448033x166299805801172200,AVIV ,Engineering Manager  Belgium,Offer,Offer,Rodrigo Gomes,Sequence,1787583444.808000000
2026-08-24 14:57:24.808,1787583437984x324945387252986200,1787583445163x803345781879853000,AVIV ,Engineering Manager  Belgium,Positive response,Positive Response,Rodrigo Gomes,Sequence,1787583444.808000000
2026-08-24 14:57:24.808,1787583437984x324945387252986200,1787583445556x326911286225614700,AVIV ,Engineering Manager  Belgium,Recruiter Screen,Recruiter Screen,Rodrigo Gomes,Sequence,1787583444.808000000
2026-08-24 14:57:24.808,1787583437984x324945387252986200,1787583446784x180477821288774340,AVIV ,Engineering Manager  Belgium,Technical Interview ,Interview 1,Rodrigo Gomes,Sequence,1787583444.808000000
2026-08-24 14:59:42.706,1787583579306x274753278542942940,1787583587029x107452016509284700,AVIV ,Engineering Manager  Belgium,,,Rodrigo Gomes,Sequence,1787583582.706000000
2026-08-24 14:59:42.706,1787583579306x274753278542942940,1787583587517x827344924621795000,AVIV ,Engineering Manager  Belgium,,,Rodrigo Gomes,Sequence,1787583582.706000000
2026-08-24 14:59:42.706,1787583579306x274753278542942940,1787583586654x653711956962818400,AVIV ,Engineering Manager  Belgium,Hired,Hired,Rodrigo Gomes,Sequence,1787583582.706000000
2026-08-24 14:59:42.706,1787583579306x274753278542942940,1787583584164x540112670893677200,AVIV ,Engineering Manager  Belgium,Interview 1,Interview 1,Rodrigo Gomes,Sequence,1787583582.706000000
2026-08-24 14:59:42.706,1787583579306x274753278542942940,1787583585460x239061933529453920,AVIV ,Engineering Manager  Belgium,Interview 2,Interview 2,Rodrigo Gomes,Sequence,1787583582.706000000
2026-08-24 14:59:42.706,1787583579306x274753278542942940,1787583586072x276478837878689100,AVIV ,Engineering Manager  Belgium,Interview 3,Interview 3,Rodrigo Gomes,Sequence,1787583582.706000000
2026-08-24 14:59:42.706,1787583579306x274753278542942940,1787583583803x339429041416019000,AVIV ,Engineering Manager  Belgium,Moved to ATS,Offsite,Rodrigo Gomes,Sequence,1787583582.706000000
2026-08-24 14:59:42.706,1787583579306x274753278542942940,1787583586397x503993355950513840,AVIV ,Engineering Manager  Belgium,Offer,Offer,Rodrigo Gomes,Sequence,1787583582.706000000
2026-08-24 14:59:42.706,1787583579306x274753278542942940,1787583583233x640437288633872300,AVIV ,Engineering Manager  Belgium,Positive response,Positive Response,Rodrigo Gomes,Sequence,1787583582.706000000
2026-08-24 14:59:42.706,1787583579306x274753278542942940,1787583583571x697707404579139800,AVIV ,Engineering Manager  Belgium,Recruiter Screen,Recruiter Screen,Rodrigo Gomes,Sequence,1787583582.706000000
2026-08-24 14:59:42.706,1787583579306x274753278542942940,1787583584698x237332455575127260,AVIV ,Engineering Manager  Belgium,Technical Interview ,Interview 1,Rodrigo Gomes,Sequence,1787583582.706000000
2026-08-24 15:01:10.928,1787583665477x680841257138197000,1787583675850x106340591749965340,AVIV ,Engineering Manager  Belgium,,,Rodrigo Gomes,Sequence,1787583670.928000000
2026-08-24 15:01:10.928,1787583665477x680841257138197000,1787583676300x825981300912027100,AVIV ,Engineering Manager  Belgium,,,Rodrigo Gomes,Sequence,1787583670.928000000
2026-08-24 15:01:10.928,1787583665477x680841257138197000,1787583675616x865799206502068100,AVIV ,Engineering Manager  Belgium,Hired,Hired,Rodrigo Gomes,Sequence,1787583670.928000000
2026-08-24 15:01:10.928,1787583665477x680841257138197000,1787583672381x408033518867674240,AVIV ,Engineering Manager  Belgium,Interview 1,Interview 1,Rodrigo Gomes,Sequence,1787583670.928000000
2026-08-24 15:01:10.928,1787583665477x680841257138197000,1787583673021x959023857761607200,AVIV ,Engineering Manager  Belgium,Interview 2,Interview 2,Rodrigo Gomes,Sequence,1787583670.928000000
2026-08-24 15:01:10.928,1787583665477x680841257138197000,1787583673563x769774595413168000,AVIV ,Engineering Manager  Belgium,Interview 3,Interview 3,Rodrigo Gomes,Sequence,1787583670.928000000
2026-08-24 15:01:10.928,1787583665477x680841257138197000,1787583671840x986591072103844000,AVIV ,Engineering Manager  Belgium,Moved to ATS,Offsite,Rodrigo Gomes,Sequence,1787583670.928000000
2026-08-24 15:01:10.928,1787583665477x680841257138197000,1787583674371x402845144808750200,AVIV ,Engineering Manager  Belgium,Offer,Offer,Rodrigo Gomes,Sequence,1787583670.928000000
2026-08-24 15:01:10.928,1787583665477x680841257138197000,1787583671167x155340958218283420,AVIV ,Engineering Manager  Belgium,Positive response,Positive Response,Rodrigo Gomes,Sequence,1787583670.928000000
2026-08-24 15:01:10.928,1787583665477x680841257138197000,1787583671480x276435065672781860,AVIV ,Engineering Manager  Belgium,Recruiter Screen,Recruiter Screen,Rodrigo Gomes,Sequence,1787583670.928000000
2026-08-24 15:01:10.928,1787583665477x680841257138197000,1787583672726x328514817590114940,AVIV ,Engineering Manager  Belgium,Technical Interview ,Interview 1,Rodrigo Gomes,Sequence,1787583670.928000000
2026-08-24 15:02:19.054,1787583735483x431377008299672200,1787583742471x760880915519065900,AVIV ,Engineering Manager  Belgium,,,Rodrigo Gomes,Sequence,1787583739.054000000
2026-08-24 15:02:19.054,1787583735483x431377008299672200,1787583742855x496866325335656500,AVIV ,Engineering Manager  Belgium,,,Rodrigo Gomes,Sequence,1787583739.054000000
2026-08-24 15:02:19.054,1787583735483x431377008299672200,1787583742222x242021157933126620,AVIV ,Engineering Manager  Belgium,Hired,Hired,Rodrigo Gomes,Sequence,1787583739.054000000
2026-08-24 15:02:19.054,1787583735483x431377008299672200,1787583740600x517968123347053000,AVIV ,Engineering Manager  Belgium,Interview 1,Interview 1,Rodrigo Gomes,Sequence,1787583739.054000000
2026-08-24 15:02:19.054,1787583735483x431377008299672200,1787583741206x908169664172788600,AVIV ,Engineering Manager  Belgium,Interview 2,Interview 2,Rodrigo Gomes,Sequence,1787583739.054000000
2026-08-24 15:02:19.054,1787583735483x431377008299672200,1787583741524x283282449271232030,AVIV ,Engineering Manager  Belgium,Interview 3,Interview 3,Rodrigo Gomes,Sequence,1787583739.054000000
2026-08-24 15:02:19.054,1787583735483x431377008299672200,1787583740185x173046277264505600,AVIV ,Engineering Manager  Belgium,Moved to ATS,Offsite,Rodrigo Gomes,Sequence,1787583739.054000000
2026-08-24 15:02:19.054,1787583735483x431377008299672200,1787583741836x111759626013259840,AVIV ,Engineering Manager  Belgium,Offer,Offer,Rodrigo Gomes,Sequence,1787583739.054000000
2026-08-24 15:02:19.054,1787583735483x431377008299672200,1787583739435x188843377019549900,AVIV ,Engineering Manager  Belgium,Positive response,Positive Response,Rodrigo Gomes,Sequence,1787583739.054000000
2026-08-24 15:02:19.054,1787583735483x431377008299672200,1787583739741x821158566651070000,AVIV ,Engineering Manager  Belgium,Recruiter Screen,Recruiter Screen,Rodrigo Gomes,Sequence,1787583739.054000000
2026-08-24 15:02:19.054,1787583735483x431377008299672200,1787583740896x870713040399215100,AVIV ,Engineering Manager  Belgium,Technical Interview ,Interview 1,Rodrigo Gomes,Sequence,1787583739.054000000
2026-08-24 15:04:58.346,1787583893557x275596076808880320,1787583902963x899353203743652500,AVIV ,Engineering Manager  Belgium,,,Rodrigo Gomes,Sequence,1787583898.346000000
2026-08-24 15:04:58.346,1787583893557x275596076808880320,1787583902613x580008040480931600,AVIV ,Engineering Manager  Belgium,,,Rodrigo Gomes,Sequence,1787583898.346000000
2026-08-24 15:04:58.346,1787583893557x275596076808880320,1787583902176x157395944886555840,AVIV ,Engineering Manager  Belgium,Hired,Hired,Rodrigo Gomes,Sequence,1787583898.346000000
2026-08-24 15:04:58.346,1787583893557x275596076808880320,1787583900183x220296431473584480,AVIV ,Engineering Manager  Belgium,Interview 1,Interview 1,Rodrigo Gomes,Sequence,1787583898.346000000
2026-08-24 15:04:58.346,1787583893557x275596076808880320,1787583900885x580218779541325200,AVIV ,Engineering Manager  Belgium,Interview 2,Interview 2,Rodrigo Gomes,Sequence,1787583898.346000000
2026-08-24 15:04:58.346,1787583893557x275596076808880320,1787583901352x133342100358008860,AVIV ,Engineering Manager  Belgium,Interview 3,Interview 3,Rodrigo Gomes,Sequence,1787583898.346000000
2026-08-24 15:04:58.346,1787583893557x275596076808880320,1787583899628x998989818310546600,AVIV ,Engineering Manager  Belgium,Moved to ATS,Offsite,Rodrigo Gomes,Sequence,1787583898.346000000
2026-08-24 15:04:58.346,1787583893557x275596076808880320,1787583901656x300217449496903400,AVIV ,Engineering Manager  Belgium,Offer,Offer,Rodrigo Gomes,Sequence,1787583898.346000000
2026-08-24 15:04:58.346,1787583893557x275596076808880320,1787583898599x451257655062245800,AVIV ,Engineering Manager  Belgium,Positive response,Positive Response,Rodrigo Gomes,Sequence,1787583898.346000000
2026-08-24 15:04:58.346,1787583893557x275596076808880320,1787583899084x958016263964427400,AVIV ,Engineering Manager  Belgium,Recruiter Screen,Recruiter Screen,Rodrigo Gomes,Sequence,1787583898.346000000
2026-08-24 15:04:58.346,1787583893557x275596076808880320,1787583900637x158598274770107600,AVIV ,Engineering Manager  Belgium,Technical Interview ,Interview 1,Rodrigo Gomes,Sequence,1787583898.346000000
2026-08-24 15:12:19.333,1787584334350x527258296779677060,1787584344888x416260332820730400,AVIV ,Engineering Manager  Belgium,,,Rodrigo Gomes,Sequence,1787584339.333000000
2026-08-24 15:12:19.333,1787584334350x527258296779677060,1787584344027x130728666184851680,AVIV ,Engineering Manager  Belgium,,,Rodrigo Gomes,Sequence,1787584339.333000000
2026-08-24 15:12:19.333,1787584334350x527258296779677060,1787584343422x536508270553024000,AVIV ,Engineering Manager  Belgium,Hired,Hired,Rodrigo Gomes,Sequence,1787584339.333000000
2026-08-24 15:12:19.333,1787584334350x527258296779677060,1787584341027x904691458886927200,AVIV ,Engineering Manager  Belgium,Interview 1,Interview 1,Rodrigo Gomes,Sequence,1787584339.333000000
2026-08-24 15:12:19.333,1787584334350x527258296779677060,1787584341877x849519138526423600,AVIV ,Engineering Manager  Belgium,Interview 2,Interview 2,Rodrigo Gomes,Sequence,1787584339.333000000
2026-08-24 15:12:19.333,1787584334350x527258296779677060,1787584342564x387451541980699000,AVIV ,Engineering Manager  Belgium,Interview 3,Interview 3,Rodrigo Gomes,Sequence,1787584339.333000000
2026-08-24 15:12:19.333,1787584334350x527258296779677060,1787584340442x410339814653130500,AVIV ,Engineering Manager  Belgium,Moved to ATS,Offsite,Rodrigo Gomes,Sequence,1787584339.333000000
2026-08-24 15:12:19.333,1787584334350x527258296779677060,1787584342996x261061075317736260,AVIV ,Engineering Manager  Belgium,Offer,Offer,Rodrigo Gomes,Sequence,1787584339.333000000
2026-08-24 15:12:19.333,1787584334350x527258296779677060,1787584339630x282489962651061540,AVIV ,Engineering Manager  Belgium,Positive response,Positive Response,Rodrigo Gomes,Sequence,1787584339.333000000
2026-08-24 15:12:19.333,1787584334350x527258296779677060,1787584339989x379473530128557900,AVIV ,Engineering Manager  Belgium,Recruiter Screen,Recruiter Screen,Rodrigo Gomes,Sequence,1787584339.333000000
2026-08-24 15:12:19.333,1787584334350x527258296779677060,1787584341475x672016190909417100,AVIV ,Engineering Manager  Belgium,Technical Interview ,Interview 1,Rodrigo Gomes,Sequence,1787584339.333000000
2026-08-24 15:18:17.174,1787584693383x563619861047675460,1787584701477x769258783615867100,AVIV ,Engineering Manager  Belgium,,,Rodrigo Gomes,Sequence,1787584697.174000000
2026-08-24 15:18:17.174,1787584693383x563619861047675460,1787584701209x868667131102644100,AVIV ,Engineering Manager  Belgium,,,Rodrigo Gomes,Sequence,1787584697.174000000
2026-08-24 15:18:17.174,1787584693383x563619861047675460,1787584700825x138625015713800300,AVIV ,Engineering Manager  Belgium,Hired,Hired,Rodrigo Gomes,Sequence,1787584697.174000000
2026-08-24 15:18:17.174,1787584693383x563619861047675460,1787584698810x524775571518867400,AVIV ,Engineering Manager  Belgium,Interview 1,Interview 1,Rodrigo Gomes,Sequence,1787584697.174000000
2026-08-24 15:18:17.174,1787584693383x563619861047675460,1787584699724x215510422493126370,AVIV ,Engineering Manager  Belgium,Interview 2,Interview 2,Rodrigo Gomes,Sequence,1787584697.174000000
2026-08-24 15:18:17.174,1787584693383x563619861047675460,1787584700159x649763701023850600,AVIV ,Engineering Manager  Belgium,Interview 3,Interview 3,Rodrigo Gomes,Sequence,1787584697.174000000
2026-08-24 15:18:17.174,1787584693383x563619861047675460,1787584698364x618252217424257300,AVIV ,Engineering Manager  Belgium,Moved to ATS,Offsite,Rodrigo Gomes,Sequence,1787584697.174000000
2026-08-24 15:18:17.174,1787584693383x563619861047675460,1787584700537x764475493051122200,AVIV ,Engineering Manager  Belgium,Offer,Offer,Rodrigo Gomes,Sequence,1787584697.174000000
2026-08-24 15:18:17.174,1787584693383x563619861047675460,1787584697432x312056763543896900,AVIV ,Engineering Manager  Belgium,Positive response,Positive Response,Rodrigo Gomes,Sequence,1787584697.174000000
2026-08-24 15:18:17.174,1787584693383x563619861047675460,1787584697870x445963675364202430,AVIV ,Engineering Manager  Belgium,Recruiter Screen,Recruiter Screen,Rodrigo Gomes,Sequence,1787584697.174000000
2026-08-24 15:18:17.174,1787584693383x563619861047675460,1787584699189x315021984545497600,AVIV ,Engineering Manager  Belgium,Technical Interview ,Interview 1,Rodrigo Gomes,Sequence,1787584697.174000000
2026-08-24 15:19:41.303,1787584777112x448069909683182600,1787584785696x957594220721303900,AVIV ,Engineering Manager  Belgium,,,Rodrigo Gomes,Sequence,1787584781.303000000
2026-08-24 15:19:41.303,1787584777112x448069909683182600,1787584785433x121187114613366510,AVIV ,Engineering Manager  Belgium,,,Rodrigo Gomes,Sequence,1787584781.303000000
2026-08-24 15:19:41.303,1787584777112x448069909683182600,1787584785174x179579799003332770,AVIV ,Engineering Manager  Belgium,Hired,Hired,Rodrigo Gomes,Sequence,1787584781.303000000
2026-08-24 15:19:41.303,1787584777112x448069909683182600,1787584783064x867509886286983400,AVIV ,Engineering Manager  Belgium,Interview 1,Interview 1,Rodrigo Gomes,Sequence,1787584781.303000000
2026-08-24 15:19:41.303,1787584777112x448069909683182600,1787584783921x579308124369782900,AVIV ,Engineering Manager  Belgium,Interview 2,Interview 2,Rodrigo Gomes,Sequence,1787584781.303000000
2026-08-24 15:19:41.303,1787584777112x448069909683182600,1787584784366x889079749376138900,AVIV ,Engineering Manager  Belgium,Interview 3,Interview 3,Rodrigo Gomes,Sequence,1787584781.303000000
2026-08-24 15:19:41.303,1787584777112x448069909683182600,1787584782520x993075897334976500,AVIV ,Engineering Manager  Belgium,Moved to ATS,Offsite,Rodrigo Gomes,Sequence,1787584781.303000000
2026-08-24 15:19:41.303,1787584777112x448069909683182600,1787584784793x544524933934653400,AVIV ,Engineering Manager  Belgium,Offer,Offer,Rodrigo Gomes,Sequence,1787584781.303000000
2026-08-24 15:19:41.303,1787584777112x448069909683182600,1787584781750x330253253959650750,AVIV ,Engineering Manager  Belgium,Positive response,Positive Response,Rodrigo Gomes,Sequence,1787584781.303000000
2026-08-24 15:19:41.303,1787584777112x448069909683182600,1787584782131x335367305720997200,AVIV ,Engineering Manager  Belgium,Recruiter Screen,Recruiter Screen,Rodrigo Gomes,Sequence,1787584781.303000000
2026-08-24 15:19:41.303,1787584777112x448069909683182600,1787584783453x597972450284604200,AVIV ,Engineering Manager  Belgium,Technical Interview ,Interview 1,Rodrigo Gomes,Sequence,1787584781.303000000
2026-08-24 15:20:37.826,1787584833715x670129620867320700,1787584844186x390453230077727940,AVIV ,Engineering Manager  Belgium,,,Rodrigo Gomes,Sequence,1787584837.826000000
2026-08-24 15:20:37.826,1787584833715x670129620867320700,1787584842584x345567813198299800,AVIV ,Engineering Manager  Belgium,,,Rodrigo Gomes,Sequence,1787584837.826000000
2026-08-24 15:20:37.826,1787584833715x670129620867320700,1787584842154x236382854721356220,AVIV ,Engineering Manager  Belgium,Hired,Hired,Rodrigo Gomes,Sequence,1787584837.826000000
2026-08-24 15:20:37.826,1787584833715x670129620867320700,1787584840361x535068220752917200,AVIV ,Engineering Manager  Belgium,Interview 1,Interview 1,Rodrigo Gomes,Sequence,1787584837.826000000
2026-08-24 15:20:37.826,1787584833715x670129620867320700,1787584841256x907903800442169700,AVIV ,Engineering Manager  Belgium,Interview 2,Interview 2,Rodrigo Gomes,Sequence,1787584837.826000000
2026-08-24 15:20:37.826,1787584833715x670129620867320700,1787584841536x223710083027339760,AVIV ,Engineering Manager  Belgium,Interview 3,Interview 3,Rodrigo Gomes,Sequence,1787584837.826000000
2026-08-24 15:20:37.826,1787584833715x670129620867320700,1787584839547x694015625917494800,AVIV ,Engineering Manager  Belgium,Moved to ATS,Offsite,Rodrigo Gomes,Sequence,1787584837.826000000
2026-08-24 15:20:37.826,1787584833715x670129620867320700,1787584841877x851189599977249400,AVIV ,Engineering Manager  Belgium,Offer,Offer,Rodrigo Gomes,Sequence,1787584837.826000000
2026-08-24 15:20:37.826,1787584833715x670129620867320700,1787584838150x172817536019252540,AVIV ,Engineering Manager  Belgium,Positive response,Positive Response,Rodrigo Gomes,Sequence,1787584837.826000000
2026-08-24 15:20:37.826,1787584833715x670129620867320700,1787584838526x366596119241481300,AVIV ,Engineering Manager  Belgium,Recruiter Screen,Recruiter Screen,Rodrigo Gomes,Sequence,1787584837.826000000
2026-08-24 15:20:37.826,1787584833715x670129620867320700,1787584840775x620143593605379200,AVIV ,Engineering Manager  Belgium,Technical Interview ,Interview 1,Rodrigo Gomes,Sequence,1787584837.826000000
2026-08-24 15:21:24.323,1787584879968x336510195884143900,1787584889381x654684659706624800,AVIV ,Engineering Manager  Belgium,,,Rodrigo Gomes,Sequence,1787584884.323000000
